codigo_usuario;Celular;genero;idade;cidade;estado
97610;87865292064;M;19;Baião;PA
102424;92680677300;F;53;Baião;PA
105321;95526302087;F;35;Baião;PA
107318;97479083245;M;73;Baião;PA
27058;19132856157;M;48;Bragança;PA
30727;21870191194;M;45;Bragança;PA
32041;22985049877;M;54;Bragança;PA
32159;23200731338;M;29;Bragança;PA
42515;33474466325;F;45;Bragança;PA
43071;33945750715;M;17;Bragança;PA
43533;34472414698;F;57;Bragança;PA
46779;37596300901;M;57;Bragança;PA
52063;42757797447;M;45;Bragança;PA
55251;45948180013;M;76;Bragança;PA
57046;47748482039;F;51;Bragança;PA
67886;58554202379;M;32;Bragança;PA
75910;66572875247;F;26;Bragança;PA
77173;67767910236;M;68;Bragança;PA
77195;67786301172;M;60;Bragança;PA
86205;76634015634;M;18;Bragança;PA
97449;87725610448;F;45;Bragança;PA
13103;12161141422;M;48;Cametá;PA
20221;15630775234;F;67;Cametá;PA
26443;18765763770;F;37;Cametá;PA
30335;21695476907;F;60;Cametá;PA
31218;22272070398;F;64;Cametá;PA
36169;27188269637;M;71;Cametá;PA
53385;44168387653;F;61;Cametá;PA
54023;44735161611;F;55;Cametá;PA
56116;46804941418;M;50;Cametá;PA
56255;46920901904;F;32;Cametá;PA
59706;51300551293;M;28;Cametá;PA
61367;52163422192;F;73;Cametá;PA
62176;52880084541;F;79;Cametá;PA
68984;59638225008;F;57;Cametá;PA
73586;64331249931;F;71;Cametá;PA
83195;73653842531;F;57;Cametá;PA
95096;85431596133;F;38;Cametá;PA
104840;94964764973;M;39;Cametá;PA
107497;97619733789;F;57;Cametá;PA
16211;13644240574;M;67;Concórdia do Pará;PA
29162;21160906570;F;57;Concórdia do Pará;PA
37631;28588324584;M;67;Concórdia do Pará;PA
41931;32812724928;F;34;Concórdia do Pará;PA
47729;38502572388;F;63;Concórdia do Pará;PA
48142;38854982326;F;76;Concórdia do Pará;PA
53445;44233865854;M;33;Concórdia do Pará;PA
54545;45305856990;F;54;Concórdia do Pará;PA
56623;47350995201;M;65;Concórdia do Pará;PA
60846;51796600591;F;75;Concórdia do Pará;PA
61391;52185486293;M;57;Concórdia do Pará;PA
70626;61694048531;F;72;Concórdia do Pará;PA
72116;62854270008;F;36;Concórdia do Pará;PA
82878;73387429127;M;53;Concórdia do Pará;PA
102358;92621256851;M;16;Concórdia do Pará;PA
107566;97690325383;F;71;Concórdia do Pará;PA
13041;12127186612;M;54;Faro;PA
14725;12867563219;F;54;Faro;PA
16080;13587410849;M;79;Faro;PA
16761;13899860441;F;68;Faro;PA
19306;15255495868;M;20;Faro;PA
24375;17719365122;F;72;Faro;PA
27444;19308656021;M;26;Faro;PA
28086;19571620727;M;38;Faro;PA
29906;21495628349;F;49;Faro;PA
56141;46826336272;M;67;Faro;PA
58522;49310055255;M;55;Faro;PA
63817;54498088011;F;46;Faro;PA
77815;68409386715;F;41;Faro;PA
81446;71939288385;F;41;Faro;PA
83132;73592492365;M;42;Faro;PA
84554;74946990341;F;80;Faro;PA
96122;86417593876;M;16;Faro;PA
96937;87267875255;F;26;Faro;PA
100945;91640043241;M;43;Faro;PA
106084;96266360510;F;75;Faro;PA
109100;99221592035;M;38;Faro;PA
12804;11942136812;F;65;Ipixuna do Pará;PA
13845;12476843787;F;42;Ipixuna do Pará;PA
20612;15813061170;F;18;Ipixuna do Pará;PA
21492;16327147050;M;42;Ipixuna do Pará;PA
29863;21481457056;F;17;Ipixuna do Pará;PA
36879;27820516285;F;77;Ipixuna do Pará;PA
37779;28709378869;M;79;Ipixuna do Pará;PA
39352;31196480903;M;49;Ipixuna do Pará;PA
41491;32397807562;M;41;Ipixuna do Pará;PA
61509;52295437590;F;17;Ipixuna do Pará;PA
61648;52426254302;M;20;Ipixuna do Pará;PA
61719;52491875841;M;28;Ipixuna do Pará;PA
65092;55729989694;F;49;Ipixuna do Pará;PA
66577;57257858007;F;34;Ipixuna do Pará;PA
74175;64864827377;M;70;Ipixuna do Pará;PA
74325;64968142006;F;77;Ipixuna do Pará;PA
78232;68766256341;M;15;Ipixuna do Pará;PA
82102;72579694540;F;42;Ipixuna do Pará;PA
93589;83921820356;F;62;Ipixuna do Pará;PA
98688;88923675805;F;74;Ipixuna do Pará;PA
102908;93183059718;M;56;Ipixuna do Pará;PA
107562;97685908170;F;23;Ipixuna do Pará;PA
11938;11683975070;F;24;Mãe do Rio;PA
13640;12397290820;F;38;Mãe do Rio;PA
15212;13201269654;M;26;Mãe do Rio;PA
18030;14594565311;M;34;Mãe do Rio;PA
20277;15658154848;F;31;Mãe do Rio;PA
28182;19620270416;F;44;Mãe do Rio;PA
61573;52345444413;M;77;Mãe do Rio;PA
74788;65468597973;M;62;Mãe do Rio;PA
80251;71402589239;M;64;Mãe do Rio;PA
83010;73492694567;M;64;Mãe do Rio;PA
84741;75233282935;M;15;Mãe do Rio;PA
94320;84666647900;M;59;Mãe do Rio;PA
25092;18157156186;M;20;Mocajuba;PA
26036;18567739012;M;33;Mocajuba;PA
26380;18734792760;M;61;Mocajuba;PA
29451;21288137469;F;29;Mocajuba;PA
32372;23394202674;F;47;Mocajuba;PA
33589;24592802617;M;69;Mocajuba;PA
38247;29218771055;M;34;Mocajuba;PA
41104;31965044232;M;65;Mocajuba;PA
42888;33792531332;F;68;Mocajuba;PA
48861;39609712733;M;45;Mocajuba;PA
49242;39951760747;M;74;Mocajuba;PA
56131;46815314189;M;65;Mocajuba;PA
62334;53122876299;M;68;Mocajuba;PA
65977;56631713983;F;35;Mocajuba;PA
66255;56875528765;F;40;Mocajuba;PA
66916;57558917473;F;30;Mocajuba;PA
68164;58802335396;F;42;Mocajuba;PA
69288;59923268512;F;26;Mocajuba;PA
75971;66621296166;F;70;Mocajuba;PA
81896;72397129514;M;24;Mocajuba;PA
88009;78458416811;M;19;Mocajuba;PA
92962;83408155356;F;32;Mocajuba;PA
95857;86196435094;M;24;Mocajuba;PA
101431;91856238390;M;41;Mocajuba;PA
102102;92418556625;F;66;Mocajuba;PA
15331;13257884500;M;70;Novo Progresso;PA
15389;13291081440;M;62;Novo Progresso;PA
23661;17397105531;F;48;Novo Progresso;PA
24140;17612985338;F;58;Novo Progresso;PA
34688;25695981331;F;26;Novo Progresso;PA
39055;29904115529;M;62;Novo Progresso;PA
45620;36502977820;M;73;Novo Progresso;PA
46743;37568038958;M;73;Novo Progresso;PA
47453;38269533022;F;19;Novo Progresso;PA
66533;57229970728;M;29;Novo Progresso;PA
68059;58702079361;F;73;Novo Progresso;PA
69638;61255333300;F;72;Novo Progresso;PA
74018;64731576360;M;78;Novo Progresso;PA
82207;72678357508;F;17;Novo Progresso;PA
86404;76818680018;M;79;Novo Progresso;PA
98729;88957801858;M;40;Novo Progresso;PA
104084;94268258321;M;52;Novo Progresso;PA
107693;97807846009;M;68;Novo Progresso;PA
21910;16501897982;M;25;Palestina do Pará;PA
29272;21212594881;F;58;Palestina do Pará;PA
33162;24198003702;F;35;Palestina do Pará;PA
36658;27627944252;M;52;Palestina do Pará;PA
40405;31670487616;M;16;Palestina do Pará;PA
60625;51704105320;F;52;Palestina do Pará;PA
64995;55633164836;F;37;Palestina do Pará;PA
78594;69191229544;M;23;Palestina do Pará;PA
93973;84390213519;F;16;Palestina do Pará;PA
98054;88336052327;F;25;Palestina do Pará;PA
103629;93771925595;F;39;Palestina do Pará;PA
11775;11637219716;M;55;Portel;PA
13160;12189008439;M;20;Portel;PA
18941;14984489025;F;75;Portel;PA
21944;16515709859;M;49;Portel;PA
22196;16632619489;M;59;Portel;PA
29835;21471027125;F;48;Portel;PA
32111;23161697790;F;61;Portel;PA
40816;31837961264;M;59;Portel;PA
43452;34406281076;M;61;Portel;PA
45474;36374005926;F;61;Portel;PA
59999;51441770032;M;78;Portel;PA
61774;52546037042;F;70;Portel;PA
61810;52574689087;F;15;Portel;PA
81880;72384417939;F;32;Portel;PA
82336;72785083938;M;51;Portel;PA
91282;81849817306;M;65;Portel;PA
108104;98257378371;F;33;Portel;PA
10843;11343379017;M;51;Rurópolis;PA
22735;16885520156;F;73;Rurópolis;PA
25562;18365188091;F;60;Rurópolis;PA
32854;23797315205;F;67;Rurópolis;PA
33165;24201663067;F;62;Rurópolis;PA
35743;26709914831;M;79;Rurópolis;PA
37731;28664463589;F;21;Rurópolis;PA
45131;35968084101;M;78;Rurópolis;PA
48051;38784261964;F;56;Rurópolis;PA
65042;55684676164;M;55;Rurópolis;PA
75197;65848238484;M;19;Rurópolis;PA
78439;68964702512;M;18;Rurópolis;PA
84194;74646394513;M;63;Rurópolis;PA
85678;76146301240;F;30;Rurópolis;PA
88921;79402473606;F;42;Rurópolis;PA
92705;83203804003;F;53;Rurópolis;PA
94549;84861961320;M;40;Rurópolis;PA
97320;87592142231;F;61;Rurópolis;PA
99363;89660314755;F;75;Rurópolis;PA
101648;91951801927;M;25;Rurópolis;PA
104134;94310539135;F;42;Rurópolis;PA
105156;95361580203;M;45;Rurópolis;PA
108087;98243862958;M;74;Rurópolis;PA
11875;11665890257;M;44;Santa Maria do Pará;PA
15932;13517226151;F;43;Santa Maria do Pará;PA
22566;16807870004;F;66;Santa Maria do Pará;PA
22911;16955095583;M;39;Santa Maria do Pará;PA
30266;21658821906;M;77;Santa Maria do Pará;PA
31939;22897779824;M;37;Santa Maria do Pará;PA
39400;31219383505;M;21;Santa Maria do Pará;PA
39696;31353439066;M;45;Santa Maria do Pará;PA
46352;37234245217;M;57;Santa Maria do Pará;PA
52276;42934516734;F;61;Santa Maria do Pará;PA
56676;47391773665;M;67;Santa Maria do Pará;PA
57689;48437583050;M;67;Santa Maria do Pará;PA
64583;55275828078;F;72;Santa Maria do Pará;PA
67740;58436719950;F;18;Santa Maria do Pará;PA
86412;76826087627;F;43;Santa Maria do Pará;PA
87330;77767887960;M;76;Santa Maria do Pará;PA
96894;87233582155;F;68;Santa Maria do Pará;PA
98402;88659796465;M;48;Santa Maria do Pará;PA
100863;91605775956;M;57;Santa Maria do Pará;PA
105407;95600736180;F;68;Santa Maria do Pará;PA
109618;99690444679;F;24;Santa Maria do Pará;PA
13025;12121229855;M;74;São Félix do Xingu;PA
17642;14405465110;M;52;São Félix do Xingu;PA
19473;15321324369;M;73;São Félix do Xingu;PA
27586;19368769745;M;34;São Félix do Xingu;PA
28749;19869517161;F;32;São Félix do Xingu;PA
33650;24648258081;M;62;São Félix do Xingu;PA
36228;27255315902;F;80;São Félix do Xingu;PA
38143;29136305623;M;41;São Félix do Xingu;PA
41155;31986561685;M;22;São Félix do Xingu;PA
53696;44452670141;M;41;São Félix do Xingu;PA
61057;51883951620;M;69;São Félix do Xingu;PA
62749;53501332812;F;24;São Félix do Xingu;PA
63190;53874418416;F;51;São Félix do Xingu;PA
71503;62278630073;M;64;São Félix do Xingu;PA
74418;65161269206;M;72;São Félix do Xingu;PA
77712;68320901632;M;34;São Félix do Xingu;PA
78781;69339296587;F;65;São Félix do Xingu;PA
79818;71235500474;M;69;São Félix do Xingu;PA
81190;71825946908;F;37;São Félix do Xingu;PA
94421;84753788730;M;42;São Félix do Xingu;PA
95734;85981830206;F;22;São Félix do Xingu;PA
95882;86226563649;F;52;São Félix do Xingu;PA
12785;11937320612;M;70;Sapucaia;PA
23066;17126511581;M;42;Sapucaia;PA
23225;17192929416;M;67;Sapucaia;PA
24712;17874718591;M;53;Sapucaia;PA
31142;22207300680;M;80;Sapucaia;PA
36104;27142032731;M;56;Sapucaia;PA
43904;34807258931;M;20;Sapucaia;PA
47808;38576921255;M;25;Sapucaia;PA
54205;44900850319;F;22;Sapucaia;PA
75069;65740273938;F;15;Sapucaia;PA
78951;69481103724;M;36;Sapucaia;PA
84331;74759767766;F;15;Sapucaia;PA
93902;84327366215;F;71;Sapucaia;PA
94644;84951142862;F;61;Sapucaia;PA
107302;97464441520;M;18;Sapucaia;PA
109190;99294871343;F;22;Sapucaia;PA
10228;11172050792;M;23;Trairão;PA
14222;12653855621;M;78;Trairão;PA
20162;15603911584;M;41;Trairão;PA
28586;19789328913;F;44;Trairão;PA
32149;23186670270;F;69;Trairão;PA
33562;24569101732;F;52;Trairão;PA
34662;25673039092;F;30;Trairão;PA
40421;31678882781;F;69;Trairão;PA
46998;37766606010;F;62;Trairão;PA
55559;46324282096;M;51;Trairão;PA
55626;46373849678;M;27;Trairão;PA
59529;51215866203;M;48;Trairão;PA
62574;53326696757;F;53;Trairão;PA
63858;54524765916;M;60;Trairão;PA
76127;66754986737;M;22;Trairão;PA
85894;76347079322;M;67;Trairão;PA
91010;81732214713;M;43;Trairão;PA
99286;89580172149;F;51;Trairão;PA
107804;97899335591;F;74;Trairão;PA
15240;13214312641;F;63;Xinguara;PA
16440;13750994489;F;71;Xinguara;PA
23286;17216155564;F;30;Xinguara;PA
31472;22490264135;F;43;Xinguara;PA
32383;23403194881;M;42;Xinguara;PA
38334;29279013959;F;40;Xinguara;PA
48266;38956710719;M;25;Xinguara;PA
52564;43306563915;F;47;Xinguara;PA
55655;46398091696;F;46;Xinguara;PA
57099;47801587571;F;65;Xinguara;PA
63913;54572138121;M;18;Xinguara;PA
76825;67464720954;M;61;Xinguara;PA
80999;71745164573;M;73;Xinguara;PA
82360;72800978716;F;62;Xinguara;PA
83420;73865476302;M;48;Xinguara;PA
86694;77190662131;F;47;Xinguara;PA
94201;84574737925;F;41;Xinguara;PA
105278;95497394885;F;67;Xinguara;PA
109968;99980815732;M;71;Xinguara;PA
10227;11172020296;F;28;Laranjal do Jari;AP
12149;11751139743;M;80;Laranjal do Jari;AP
18998;15117489123;M;75;Laranjal do Jari;AP
25155;18181860161;F;32;Laranjal do Jari;AP
26871;18945642201;F;69;Laranjal do Jari;AP
46264;37157478740;F;35;Laranjal do Jari;AP
56661;47376840755;M;21;Laranjal do Jari;AP
71336;62124737606;F;67;Laranjal do Jari;AP
73053;63754928377;M;77;Laranjal do Jari;AP
76398;66980823257;M;77;Laranjal do Jari;AP
80511;71519184414;F;55;Laranjal do Jari;AP
101143;91722119378;F;53;Laranjal do Jari;AP
10804;11331726978;F;29;Vitória do Jari;AP
12672;11903866233;F;44;Vitória do Jari;AP
19914;15493481531;M;68;Vitória do Jari;AP
22568;16808914682;M;51;Vitória do Jari;AP
43918;34816191988;M;62;Vitória do Jari;AP
51439;42218360469;F;43;Vitória do Jari;AP
53709;44464072336;M;17;Vitória do Jari;AP
57337;48141006035;F;15;Vitória do Jari;AP
64738;55402139215;M;41;Vitória do Jari;AP
66559;57245168730;F;77;Vitória do Jari;AP
68318;58945749212;F;30;Vitória do Jari;AP
70752;61744058092;M;37;Vitória do Jari;AP
70830;61778177798;F;24;Vitória do Jari;AP
75543;66277619694;M;37;Vitória do Jari;AP
82786;73300323367;F;58;Vitória do Jari;AP
87488;77902162834;F;19;Vitória do Jari;AP
99372;89671221305;M;27;Vitória do Jari;AP
11039;11401648268;F;36;Aparecida do Rio Negro;TO
16370;13713719188;F;61;Aparecida do Rio Negro;TO
19536;15345162228;F;25;Aparecida do Rio Negro;TO
22649;16847149666;M;72;Aparecida do Rio Negro;TO
22671;16859710840;M;49;Aparecida do Rio Negro;TO
23748;17439954804;F;48;Aparecida do Rio Negro;TO
28056;19558911928;M;62;Aparecida do Rio Negro;TO
31019;21996482216;F;17;Aparecida do Rio Negro;TO
36065;26994483603;M;69;Aparecida do Rio Negro;TO
41603;32511133393;F;53;Aparecida do Rio Negro;TO
46769;37586009728;F;65;Aparecida do Rio Negro;TO
47000;37767783071;F;22;Aparecida do Rio Negro;TO
48223;38924955589;M;17;Aparecida do Rio Negro;TO
48485;39269513009;F;66;Aparecida do Rio Negro;TO
50898;41803105100;M;58;Aparecida do Rio Negro;TO
54893;45632336502;M;69;Aparecida do Rio Negro;TO
57353;48150644777;M;34;Aparecida do Rio Negro;TO
62952;53677118769;M;40;Aparecida do Rio Negro;TO
63635;54352734022;M;43;Aparecida do Rio Negro;TO
79560;71131962418;F;58;Aparecida do Rio Negro;TO
80679;71603466486;M;26;Aparecida do Rio Negro;TO
98900;89224746095;F;57;Aparecida do Rio Negro;TO
107330;97489181689;F;22;Aparecida do Rio Negro;TO
108209;98361949360;F;59;Aparecida do Rio Negro;TO
108481;98585935317;M;40;Aparecida do Rio Negro;TO
12731;11920575947;M;75;Arraias;TO
12946;11987554386;M;50;Arraias;TO
24926;17975727577;F;74;Arraias;TO
26171;18638419741;M;26;Arraias;TO
27817;19460123314;F;78;Arraias;TO
36973;27909482957;F;73;Arraias;TO
44827;35693034560;M;74;Arraias;TO
47238;37992379572;M;62;Arraias;TO
67274;57893497523;F;77;Arraias;TO
72623;63377387216;F;67;Arraias;TO
85528;75931101447;F;66;Arraias;TO
86714;77213494957;F;25;Arraias;TO
96177;86460871479;F;21;Arraias;TO
103736;93859544473;M;77;Arraias;TO
104049;94230430911;F;44;Arraias;TO
19411;15294961497;F;38;Bernardo Sayão;TO
33690;24682905815;F;74;Bernardo Sayão;TO
36943;27878537656;F;54;Bernardo Sayão;TO
38582;29513317355;M;74;Bernardo Sayão;TO
38884;29765926414;F;19;Bernardo Sayão;TO
40814;31837890270;M;25;Bernardo Sayão;TO
42775;33686127245;M;38;Bernardo Sayão;TO
43497;34434975075;M;35;Bernardo Sayão;TO
43639;34561027612;F;33;Bernardo Sayão;TO
46813;37615709617;F;19;Bernardo Sayão;TO
51364;42152150032;F;74;Bernardo Sayão;TO
51418;42200344710;F;28;Bernardo Sayão;TO
51557;42316366887;F;42;Bernardo Sayão;TO
60358;51602389613;F;24;Bernardo Sayão;TO
63262;53924761483;M;18;Bernardo Sayão;TO
66420;57129701098;M;18;Bernardo Sayão;TO
66476;57179562309;F;32;Bernardo Sayão;TO
70861;61791422042;F;37;Bernardo Sayão;TO
79569;71134374794;M;79;Bernardo Sayão;TO
85110;75574761125;M;52;Bernardo Sayão;TO
86984;77465650224;M;70;Bernardo Sayão;TO
88816;79317343133;F;67;Bernardo Sayão;TO
90193;81372429428;F;42;Bernardo Sayão;TO
94532;84849293468;F;74;Bernardo Sayão;TO
103328;93516993487;M;46;Bernardo Sayão;TO
108652;98747673523;F;27;Bernardo Sayão;TO
18244;14678536377;F;74;Carmolândia;TO
18505;14796560256;F;39;Carmolândia;TO
30882;21939556312;F;59;Carmolândia;TO
36420;27406737885;F;74;Carmolândia;TO
37909;28813442751;F;26;Carmolândia;TO
41473;32382330908;F;36;Carmolândia;TO
41571;32481552134;M;71;Carmolândia;TO
43806;34723798378;M;71;Carmolândia;TO
55319;46119679172;M;59;Carmolândia;TO
57185;47886912549;M;49;Carmolândia;TO
62611;53365810332;F;37;Carmolândia;TO
62795;53537858082;F;60;Carmolândia;TO
72142;62880086347;M;62;Carmolândia;TO
72156;62887028250;F;48;Carmolândia;TO
75210;65854523420;F;34;Carmolândia;TO
79133;69653883811;M;24;Carmolândia;TO
80670;71599654778;M;42;Carmolândia;TO
90171;81361905027;M;32;Carmolândia;TO
95797;86143489652;M;57;Carmolândia;TO
96533;86804739617;M;24;Carmolândia;TO
97884;88184360559;F;63;Carmolândia;TO
98960;89289080274;M;28;Carmolândia;TO
101869;92211203220;F;16;Carmolândia;TO
109989;99994749419;F;50;Carmolândia;TO
11295;11490425144;F;73;Conceição do Tocantins;TO
11790;11642071700;M;32;Conceição do Tocantins;TO
13389;12291096714;M;19;Conceição do Tocantins;TO
14479;12762117757;F;29;Conceição do Tocantins;TO
25264;18234679271;F;72;Conceição do Tocantins;TO
27050;19130111746;F;62;Conceição do Tocantins;TO
32742;23699399182;M;63;Conceição do Tocantins;TO
33768;24752304107;M;19;Conceição do Tocantins;TO
33988;24957237900;M;40;Conceição do Tocantins;TO
40387;31662261865;M;17;Conceição do Tocantins;TO
40597;31749467077;M;27;Conceição do Tocantins;TO
48998;39741654794;M;68;Conceição do Tocantins;TO
53994;44709276591;F;20;Conceição do Tocantins;TO
54305;44990271532;M;55;Conceição do Tocantins;TO
68261;58888508974;F;58;Conceição do Tocantins;TO
79036;69552632306;M;62;Conceição do Tocantins;TO
83315;73763461390;F;35;Conceição do Tocantins;TO
94042;84437435612;M;58;Conceição do Tocantins;TO
97713;87942245983;M;72;Conceição do Tocantins;TO
107668;97786434742;F;68;Conceição do Tocantins;TO
109869;99900469714;F;15;Conceição do Tocantins;TO
10817;11336925429;F;79;Dueré;TO
28346;19684665364;M;74;Dueré;TO
31183;22246038142;M;24;Dueré;TO
40916;31873029248;F;15;Dueré;TO
47359;38194077042;M;38;Dueré;TO
52011;42709564407;F;70;Dueré;TO
56962;47673146244;M;18;Dueré;TO
60127;51502452146;F;79;Dueré;TO
62129;52835900494;F;30;Dueré;TO
62753;53502559004;M;24;Dueré;TO
63489;54223418294;M;36;Dueré;TO
64624;55311539184;F;74;Dueré;TO
70257;61540287115;M;75;Dueré;TO
77131;67732280028;M;35;Dueré;TO
78268;68800228653;M;26;Dueré;TO
78619;69209489003;F;67;Dueré;TO
86088;76535726043;M;65;Dueré;TO
89548;79968430019;M;57;Dueré;TO
90792;81632394534;F;77;Dueré;TO
92640;83148586366;F;62;Dueré;TO
95059;85401770378;M;35;Dueré;TO
98425;88688400182;F;38;Dueré;TO
102337;92609782641;F;73;Dueré;TO
106014;96201643183;F;46;Dueré;TO
17099;14161955296;M;37;Goiatins;TO
23398;17265186152;F;57;Goiatins;TO
23533;17337174227;M;60;Goiatins;TO
24037;17561300946;M;76;Goiatins;TO
38157;29142914270;M;18;Goiatins;TO
50934;41815680390;M;47;Goiatins;TO
55374;46160763967;F;48;Goiatins;TO
76837;67479378862;F;32;Goiatins;TO
94350;84690042091;F;52;Goiatins;TO
95060;85402892400;M;44;Goiatins;TO
96191;86475002918;M;21;Goiatins;TO
103582;93727288456;M;38;Goiatins;TO
107890;97974943527;F;71;Goiatins;TO
10894;11355684283;F;29;Jaú do Tocantins;TO
11372;11514073533;F;75;Jaú do Tocantins;TO
28765;19877835393;F;76;Jaú do Tocantins;TO
30267;21659360636;F;48;Jaú do Tocantins;TO
33828;24801453629;M;54;Jaú do Tocantins;TO
38561;29499047798;F;68;Jaú do Tocantins;TO
42569;33505981403;F;42;Jaú do Tocantins;TO
49500;41188832544;F;76;Jaú do Tocantins;TO
52490;43229528150;F;32;Jaú do Tocantins;TO
55033;45756122737;F;52;Jaú do Tocantins;TO
60569;51680820621;M;59;Jaú do Tocantins;TO
61444;52237835008;F;65;Jaú do Tocantins;TO
68364;58984166838;M;54;Jaú do Tocantins;TO
80470;71507023487;F;62;Jaú do Tocantins;TO
86602;76984367800;M;43;Jaú do Tocantins;TO
90034;81302047664;M;41;Jaú do Tocantins;TO
96339;86595150113;M;76;Jaú do Tocantins;TO
99849;91169784912;M;29;Jaú do Tocantins;TO
102744;92931285547;M;27;Jaú do Tocantins;TO
12824;11947827561;F;24;Marianópolis do Tocantins;TO
14157;12618911158;F;58;Marianópolis do Tocantins;TO
22079;16580201930;M;38;Marianópolis do Tocantins;TO
24879;17954451797;F;52;Marianópolis do Tocantins;TO
32086;23139623770;M;41;Marianópolis do Tocantins;TO
63786;54477335074;F;56;Marianópolis do Tocantins;TO
63971;54612024623;M;36;Marianópolis do Tocantins;TO
67516;58236993979;M;63;Marianópolis do Tocantins;TO
74641;65345158776;M;31;Marianópolis do Tocantins;TO
81134;71806954246;F;57;Marianópolis do Tocantins;TO
86169;76607030942;M;66;Marianópolis do Tocantins;TO
87073;77540760567;M;31;Marianópolis do Tocantins;TO
88777;79275531580;F;22;Marianópolis do Tocantins;TO
91818;82280398117;M;31;Marianópolis do Tocantins;TO
23514;17327636643;F;23;Muricilândia;TO
37186;28204879139;M;75;Muricilândia;TO
41814;32711358088;F;56;Muricilândia;TO
43666;34586436984;F;54;Muricilândia;TO
52069;42764033229;M;50;Muricilândia;TO
63059;53766089912;M;48;Muricilândia;TO
67026;57650486680;F;39;Muricilândia;TO
74596;65315213848;F;21;Muricilândia;TO
77699;68305617516;M;32;Muricilândia;TO
77719;68328844214;M;61;Muricilândia;TO
93635;83973394853;M;55;Muricilândia;TO
96352;86609696109;F;70;Muricilândia;TO
101744;91992505593;M;30;Muricilândia;TO
103301;93487758836;F;73;Muricilândia;TO
104089;94272990224;F;69;Muricilândia;TO
105025;95251747544;F;72;Muricilândia;TO
16884;13955975577;F;79;Oliveira de Fátima;TO
19642;15386882285;F;36;Oliveira de Fátima;TO
19673;15397282958;F;31;Oliveira de Fátima;TO
22932;16962615420;F;40;Oliveira de Fátima;TO
27741;19430844017;M;66;Oliveira de Fátima;TO
45643;36521196163;M;73;Oliveira de Fátima;TO
54771;45520820659;F;51;Oliveira de Fátima;TO
58069;48801203084;M;23;Oliveira de Fátima;TO
61462;52251787472;M;26;Oliveira de Fátima;TO
73552;64301803234;M;79;Oliveira de Fátima;TO
74328;64972292794;F;37;Oliveira de Fátima;TO
91568;81971637409;M;62;Oliveira de Fátima;TO
91893;82349412222;M;58;Oliveira de Fátima;TO
94457;84776541808;M;26;Oliveira de Fátima;TO
107912;97992833137;F;43;Oliveira de Fátima;TO
10630;11284892809;M;36;Pequizeiro;TO
27685;19407937801;F;21;Pequizeiro;TO
30336;21695612975;M;48;Pequizeiro;TO
30796;21902515889;F;45;Pequizeiro;TO
44071;34958348556;F;41;Pequizeiro;TO
48624;39388812880;M;63;Pequizeiro;TO
48743;39499374061;F;15;Pequizeiro;TO
52850;43571046427;F;39;Pequizeiro;TO
56729;47434626611;F;65;Pequizeiro;TO
83770;74288506473;F;43;Pequizeiro;TO
91259;81841941071;M;15;Pequizeiro;TO
97450;87727539587;F;79;Pequizeiro;TO
99124;89440706279;F;57;Pequizeiro;TO
108232;98376847162;F;52;Pequizeiro;TO
109938;99951507879;F;71;Pequizeiro;TO
16212;13644414058;F;20;Porto Nacional;TO
25785;18453959478;F;40;Porto Nacional;TO
31050;22132322284;M;75;Porto Nacional;TO
32015;22963719924;M;79;Porto Nacional;TO
35154;26207517164;F;36;Porto Nacional;TO
50973;41835463968;F;58;Porto Nacional;TO
53876;44606656186;F;51;Porto Nacional;TO
61244;51967765166;M;49;Porto Nacional;TO
63004;53718496962;F;69;Porto Nacional;TO
65791;56475659714;F;35;Porto Nacional;TO
68106;58760669783;F;57;Porto Nacional;TO
74317;64965215852;M;27;Porto Nacional;TO
75283;65928212194;M;28;Porto Nacional;TO
75801;66488933394;M;30;Porto Nacional;TO
86197;76629813604;F;34;Porto Nacional;TO
91799;82269521213;M;28;Porto Nacional;TO
100864;91605936733;F;50;Porto Nacional;TO
102052;92377243607;F;43;Porto Nacional;TO
17304;14259022407;M;33;Rio Sono;TO
25225;18213115524;F;30;Rio Sono;TO
25586;18372504875;F;22;Rio Sono;TO
28810;19895668470;M;33;Rio Sono;TO
34084;25161418635;F;61;Rio Sono;TO
43905;34808004811;M;34;Rio Sono;TO
44848;35711021671;F;74;Rio Sono;TO
61415;52209014392;M;53;Rio Sono;TO
66479;57181608183;F;19;Rio Sono;TO
78831;69384963304;F;35;Rio Sono;TO
82465;72896788629;F;53;Rio Sono;TO
87707;78203919865;F;76;Rio Sono;TO
88422;78853583037;F;80;Rio Sono;TO
91036;81742039393;M;79;Rio Sono;TO
95160;85491372917;F;47;Rio Sono;TO
14501;12769812269;F;27;Santa Terezinha do Tocantins;TO
15538;13350294834;F;48;Santa Terezinha do Tocantins;TO
16014;13550474524;M;76;Santa Terezinha do Tocantins;TO
19655;15389915950;F;73;Santa Terezinha do Tocantins;TO
19939;15504205274;F;80;Santa Terezinha do Tocantins;TO
23399;17265528924;F;41;Santa Terezinha do Tocantins;TO
25201;18199956114;M;64;Santa Terezinha do Tocantins;TO
32590;23563315655;M;76;Santa Terezinha do Tocantins;TO
35674;26657337554;M;34;Santa Terezinha do Tocantins;TO
35898;26848559327;M;27;Santa Terezinha do Tocantins;TO
36536;27519637286;F;50;Santa Terezinha do Tocantins;TO
